Gene	C_L_HS37	C_L_HS38	H_L_HS46	C_M_HS61	C_M_HS62	H_L_HS64	H_L_HS65	H_M_HS66	H_M_HS67	C_M_HS87	C_L_HS90	H_M_HS93
KCTD6	20	23	18	6	3	7	9	11	13	0	12	11
LOC116507319	0	0	0	0	0	0	0	0	1	0	0	0
LOC116523666	8	0	2	0	0	3	0	0	0	1	0	0
LOC116523665	3	2	2	0	1	2	1	0	2	0	3	5
LOC116523664	0	5	3	9	0	0	4	6	0	0	3	0
LOC116506419	8	0	4	0	0	1	2	0	0	0	0	2
LOC116516249	0	0	0	0	0	0	0	0	0	0	0	0
CADPS	3	0	0	0	0	0	0	0	0	0	0	0
FAM114A2	830	369	184	181	96	270	119	169	167	67	250	140
WAS	109	58	70	38	9	147	32	26	9	22	4	28
LOC116504984	19	3	21	11	0	3	6	32	0	3	7	6
LHFPL4	26	17	15	2	0	10	25	12	0	0	14	11
RSL24D1	952	93	109	66	73	105	114	51	194	41	48	56
LOC116508722	5	4	3	5	0	6	0	4	0	2	0	0
LOC116516376	0	0	0	0	0	0	0	0	0	0	0	0
C15H1orf174	226	40	31	25	21	38	22	23	82	0	15	12
LOC116516242	0	0	0	0	0	10	0	0	0	0	0	0
LOC116506402	4	0	0	0	0	2	0	1	0	0	0	0
LOC116506400	0	0	0	0	0	3	0	0	0	0	0	0
LOC116506957	0	0	0	0	0	0	2	1	0	0	0	0
LOC116506950	0	0	0	0	0	0	0	0	0	0	0	0
PSD	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506952	3	0	0	4	0	0	0	0	0	0	6	5
LOC116506405	70	19	18	11	2	25	16	33	0	0	12	39
ZZZ3	770	327	207	150	53	285	171	244	111	57	164	146
LOC116510365	44	6	6	5	3	17	14	19	0	0	0	83
LOC116506409	15	0	0	0	0	3	2	0	0	0	0	0
LOC116510360	0	0	0	0	0	0	0	0	0	0	0	0
FAM193B	485	84	54	47	21	68	54	26	117	28	35	30
CD28	16	0	4	0	2	13	4	4	0	0	4	0
GLRX3	2146	941	799	1060	327	721	956	577	746	432	804	641
TOPORS	135	63	49	49	11	79	32	44	126	22	39	56
LOC116503210	0	0	0	0	0	0	0	0	0	0	0	0
PDE12	305	85	116	59	21	112	43	92	106	60	61	38
LOC116518945	41	31	21	16	4	26	8	13	7	7	23	17
CSF3R	6	12	14	5	0	9	2	12	0	0	0	5
HSBP1L1	5	0	12	0	0	3	3	3	0	0	5	13
LOC116518946	12	5	0	0	0	0	0	0	0	0	2	0
CPB2	3803	1526	1518	1490	757	1687	1734	2306	486	1264	1656	2166
LOC116515102	5	0	0	0	0	0	0	0	0	0	0	0
LOC116513606	0	0	0	0	0	0	0	1	0	0	1	0
CDV3	704	201	248	162	68	272	111	151	69	59	152	121
TPCN1	312	91	78	69	22	80	32	59	50	35	58	43
FAM76A	731	299	298	211	53	246	116	170	143	93	191	137
ENTPD8	545	253	363	180	80	351	296	220	341	82	185	328
SPINDOC	149	20	16	10	6	7	4	6	22	0	9	4
ANKRA2	54	25	19	17	4	19	7	16	0	0	5	18
UIMC1	151	56	24	45	12	42	26	21	14	0	25	14
QRSL1	232	117	73	93	27	96	108	80	4	7	87	102
LOC116518769	0	0	0	0	0	0	0	0	0	0	0	0
RAP1B	605	206	265	162	65	343	121	212	119	115	146	158
LRRC74A	0	0	0	0	0	0	0	0	0	0	0	0
LOC116519433	305	98	89	81	33	140	77	69	0	0	47	57
LOC116523455	0	0	0	0	0	0	0	0	0	0	0	0
REEP3	982	507	472	317	105	423	258	390	144	157	269	332
LOC116518667	0	0	0	0	0	0	0	0	0	0	0	0
DDX49	1279	375	239	364	105	359	419	176	375	112	232	277
LOC116519434	67	38	12	31	14	23	16	17	22	0	18	20
CLDND1	206	107	89	106	21	67	114	85	56	20	61	92
ONECUT2	243	34	72	31	9	36	36	85	66	0	26	66
ONECUT3	0	0	0	0	0	0	0	0	0	0	0	0
MASTL	3	6	2	0	0	0	0	0	0	0	0	0
LOC116524035	0	0	0	2	0	0	0	1	0	0	0	0
SFTPB	430	93	1309	113	71	83	613	48	2118	68	60	43
CAAP1	110	51	30	28	0	33	42	34	10	18	27	31
LOC116515758	14	6	53	6	4	22	28	7	0	0	7	13
LOC116520648	3	1	2	1	0	1	1	2	0	0	1	1
LOC116520649	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520318	1	0	0	0	0	0	1	0	0	0	1	1
LOC116520319	1	0	0	0	0	0	1	0	0	0	1	1
SNX33	1935	305	321	281	120	457	439	230	663	124	256	255
SNX30	1078	472	304	317	111	430	241	235	321	123	275	258
SLC35E4	3	0	7	0	0	9	3	3	0	0	0	4
LOC116520312	0	0	0	1	1	0	0	0	0	0	0	0
LOC116520313	1	1	0	0	0	0	1	0	0	0	2	1
LOC116520310	0	0	1	0	0	1	0	0	0	0	1	0
LOC116520867	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520316	1	1	2	2	1	1	1	0	0	0	1	1
LOC116520861	0	0	0	0	0	0	0	0	0	0	0	0
POSTN	60	26	978	362	3	205	74	956	0	4	106	4
HORMAD2	0	0	0	0	0	0	0	0	0	0	0	0
PRMT5	614	81	170	130	37	87	157	45	280	60	145	102
ID4	1295	196	357	189	46	252	131	262	98	75	115	81
LOC116511145	4	2	0	2	0	6	5	10	0	0	0	0
PRMT1	5446	1978	1764	3313	599	2080	2068	1319	2635	1417	1525	2038
NANOS1	32	11	52	2	3	17	22	13	12	6	3	4
ID3	656	140	589	148	60	671	303	650	587	36	116	132
LOC116511140	439	57	218	76	32	212	76	153	144	0	64	126
PRKRIP1	272	136	132	156	45	177	92	100	61	90	77	78
PRMT9	243	110	77	55	22	111	46	56	0	3	81	69
PRMT8	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505354	0	4	0	0	0	0	0	0	0	5	3	4
FADS6	1351	496	330	808	291	689	626	1044	437	407	806	659
LENG8	995	381	239	396	142	561	256	355	291	132	383	253
LENG9	270	93	83	90	30	117	69	46	64	33	65	53
LOC116523289	461	49	62	32	33	75	68	48	50	17	36	40
SPRY1	53	31	28	16	3	32	36	65	8	37	19	22
ITGB1	844	347	463	308	139	427	314	388	554	168	278	334
HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0
LENG1	114	36	28	44	7	20	18	31	5	0	43	26
MIEN1	95	37	37	29	17	37	27	26	8	13	17	37
TMEM70	86	34	34	27	9	34	20	13	21	13	30	19
SCAMP2	1094	304	229	330	151	262	205	207	297	100	260	177
FUBP1	771	278	524	374	78	659	294	539	407	191	230	505
FUBP3	5275	985	1201	1404	396	929	616	621	1136	430	592	678
ANKRD34A	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522057	57	0	7	0	0	3	11	0	0	0	2	0
SUB1	227	105	85	80	45	105	40	73	103	38	132	59
ANKRD34B	0	0	2	0	3	0	1	3	3	0	1	2
DALRD3	88	49	35	20	15	27	37	18	20	26	62	30
PUF60	7699	869	983	1489	484	1435	810	536	1575	283	770	429
GNG3	110	48	66	51	11	36	38	15	26	6	34	25
LOC116524043	0	0	0	0	0	0	0	0	0	0	0	0
CNTF	0	0	9	0	0	7	2	3	0	0	0	3
LOC116521853	0	0	0	0	0	0	0	0	0	0	0	0
LOC116504833	85	54	77	45	0	86	49	39	46	12	52	54
LOC116504832	0	0	0	0	1	0	0	0	0	0	0	0
SPCS3	1070	252	253	272	74	318	215	177	123	103	230	163
UNCX	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	2004	789	931	609	192	1076	602	781	625	215	694	678
RPGR	140	53	73	41	19	84	29	43	8	0	13	42
LOC116505395	0	4	0	0	0	4	0	0	0	0	0	0
LOC116515309	91	20	27	37	17	16	20	42	30	14	9	33
FKBP14	5	0	7	0	0	0	0	0	0	0	0	2
LOC116515757	27	7	3	3	0	2	4	14	0	2	5	2
COPS7B	170	25	70	27	0	24	33	35	64	41	23	40
COPS7A	664	209	188	208	73	227	196	129	137	67	170	155
PLOD3	998	288	1542	339	164	786	781	1353	1979	223	244	1062
ECRG4	7	0	0	0	0	0	0	0	0	0	0	0
JPT2	1106	571	293	275	93	287	245	485	321	130	384	430
RBM4B	312	51	101	80	33	144	97	85	101	53	68	48
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM26	7	0	0	5	0	7	3	6	7	0	0	2
ZBTB45	51	14	5	10	0	2	8	10	13	3	6	4
TMEM25	3106	262	164	318	149	315	206	165	153	141	172	100
MRPS30	300	96	147	89	39	100	79	91	94	37	108	93
LOC116515267	29	5	0	7	2	3	3	2	6	0	0	5
LOC116508338	10	3	11	0	0	0	0	5	0	2	3	0
SSC4D	3	2	3	0	0	0	0	3	0	0	0	3
LOC116508336	16159	3886	3415	3387	1169	4328	4022	3312	3834	2712	2394	2851
FXN	69	7	18	10	8	17	13	18	0	0	11	13
TRNAP-UGG-2	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-UGG-3	0	0	0	0	0	0	0	0	1	0	0	0
TRNAP-UGG-4	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506861	0	1	0	0	0	0	0	0	0	0	0	0
LOC116508331	470	62	161	75	62	141	99	75	194	37	123	55
LTK	0	0	20	0	0	0	5	0	71	0	0	0
FIP1L1	1817	413	388	292	160	474	429	236	473	178	250	305
LOC116508510	0	0	0	0	0	0	0	0	0	0	0	0
SLF1	120	39	11	21	2	52	15	14	0	0	4	15
RNF217	247	45	36	35	5	61	26	65	21	5	15	38
RTN4R	7	2	4	4	0	2	4	2	7	0	0	0
LOC116511717	142	30	37	45	0	37	20	14	20	0	43	15
LOC116515300	16	0	0	0	0	0	0	0	0	0	0	2
EXOC6	690	193	161	144	47	309	180	175	14	75	176	156
LCAT	7713	2395	2006	1754	1292	2328	1422	1900	1791	1095	815	2058
LOC116521552	0	0	0	0	0	0	0	0	0	0	0	0
LOC116514248	53042	32493	6301	44699	21701	26784	70858	63197	12219	45754	24561	54906
RTCB	486	143	197	184	33	93	93	101	0	0	182	144
PDXK	720	273	362	173	145	480	159	265	61	21	256	285
ZNF277	251	105	72	87	23	95	34	43	0	0	60	24
LOC116503288	20	5	0	10	0	9	4	2	0	0	0	6
LOC116518740	7	0	0	0	0	0	0	0	0	0	0	0
VPS45	1547	286	283	344	125	267	323	200	596	90	177	242
LOC116518210	0	0	0	0	0	0	0	0	0	0	0	0
ABCA3	134	38	329	53	18	78	109	54	499	19	16	39
LOC116518744	0	0	0	0	0	3	0	0	0	0	0	0
CZH10orf67	32	0	11	5	0	12	0	17	0	0	15	6
PSEN1	769	288	304	292	137	473	253	350	76	178	263	337
PHETA2	118	34	38	41	17	55	22	33	49	0	29	33
ABCA2	6895	506	920	440	238	910	560	465	1684	281	701	444
SEC16A	2396	504	719	525	233	757	565	472	723	192	412	442
LOC116505882	124	48	25	21	0	31	19	24	14	8	51	32
PAF1	911	96	104	87	34	111	66	45	67	0	74	48
PNCK	37	11	81	16	6	37	66	36	71	0	14	25
LOC116502664	132	38	50	52	18	46	18	33	3	30	41	27
LOC116510589	11	4	10	5	0	1	5	4	0	2	4	5
PDS5B	295	85	84	106	18	121	67	97	33	4	61	97
PDS5A	1979	840	606	389	131	699	439	561	611	273	524	512
PTBP1	1763	875	832	637	217	734	327	630	481	348	604	404
TMEM86B	157	55	49	67	13	34	40	48	44	62	106	50
LOC116505120	0	0	0	0	0	0	0	0	0	0	0	0
TTF2	199	105	65	68	13	139	106	69	4	55	74	80
LOC116505122	0	0	0	0	0	0	0	0	0	0	1	0
CPSF3	306	113	119	170	27	151	150	135	138	64	185	162
CPSF4	1219	385	300	235	116	372	248	124	325	92	248	138
LOC116505125	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505126	5	1	1	1	0	0	3	1	0	0	5	4
LOC116505127	0	1	0	0	0	0	0	0	0	0	0	0
LOC116505128	0	0	0	0	0	0	0	0	0	0	1	0
LOC116505129	2	1	2	0	0	2	1	2	0	0	0	0
LOC116505732	1	1	1	0	0	0	0	0	0	0	0	1
C1H11orf16	0	0	2	0	0	0	0	0	0	0	0	0
TMEM74B	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522254	91	7	11	41	73	12	23	3	150	13	36	66
IER3	21	14	25	5	1	23	11	9	20	3	2	3
IER2	100	13	127	13	8	50	52	34	67	4	5	11
IER5	7	0	9	2	0	0	1	3	13	0	4	0
TRNAS-AGA-3	0	0	0	0	0	0	0	0	0	0	0	0
RBM48	355	77	52	79	31	89	42	40	19	16	62	52
RBM47	1053	215	299	195	78	278	209	324	246	54	133	174
RBM46	0	0	0	0	0	0	0	0	0	0	0	0
RBM44	163	87	48	87	18	70	50	38	31	37	87	39
POLA1	17	4	3	3	0	7	0	0	0	0	2	5
RBL1	46	29	35	15	2	36	11	18	20	0	14	35
SNRNP70	1735	229	145	245	131	232	243	128	332	76	178	199
LOC116504867	2	1	0	0	0	0	0	0	0	0	0	0
IQCK	0	2	0	0	0	0	1	0	1	0	0	1
IQCH	16	3	0	0	0	4	0	0	0	0	0	0
LOC116503776	13	7	12	8	2	18	5	5	6	0	0	7
SH3BP5	241	93	85	61	14	175	59	71	191	47	72	83
IQCD	8	4	0	4	0	0	0	0	0	0	0	0
IQCE	737	158	119	144	60	198	156	99	187	0	74	91
FEM1C	193	116	120	67	39	152	68	201	69	14	88	110
ZBTB1	327	172	91	87	18	193	90	68	87	14	61	69
KCNE5	0	0	0	0	0	0	0	0	0	0	0	0
NENF	255	85	66	78	23	89	52	68	13	49	57	61
RPL27A	8421	1527	1502	1840	711	2176	1945	1322	1927	1005	1408	1306
UTP3	422	84	109	101	54	125	68	30	169	44	53	48
HSPH1	5	13	1091	5	38	1133	359	607	455	18	0	500
UTP6	119	41	25	18	0	42	30	28	0	0	19	14
PIFO	27	16	18	0	0	12	12	0	0	0	0	23
UTP4	2028	144	385	116	158	185	150	54	439	50	152	66
LOC116513738	0	0	0	0	0	0	0	0	0	0	0	0
ZNF76	263	95	71	64	31	85	50	61	18	18	55	56
FDXR	977	569	178	276	146	373	242	308	203	205	527	138
PPP1R15B	1048	230	262	258	81	345	160	363	335	97	104	205
LOC116513732	0	0	0	0	0	0	0	0	0	0	0	0
LOC116513733	0	0	0	0	0	0	0	0	0	0	0	0
LOC116513730	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D23	436	113	127	113	48	162	90	121	22	32	112	98
TBC1D24	176	60	44	85	20	34	56	40	34	28	52	32
TBC1D25	130	21	80	34	2	28	14	23	36	0	18	34
LOC116513734	0	0	0	0	0	0	0	0	0	0	0	0
MPST	1251	346	370	358	142	425	368	311	277	242	342	337
LOC116522425	3	0	2	3	0	5	5	0	0	0	0	0
LOC116520939	7	3	1	2	0	1	0	6	0	0	3	1
SRFBP1	77	33	54	49	6	74	25	47	8	2	40	35
TMEM129	210	77	74	46	23	75	36	73	89	39	26	35
FNTA	1031	338	284	250	102	324	155	188	206	26	238	169
TMEM127	295	85	183	58	39	120	99	75	158	18	53	81
TMEM125	6	0	9	0	0	15	10	4	0	0	3	31
LOC116521470	0	0	0	0	0	0	0	0	0	0	0	0
TMEM123	4325	2193	1528	2012	760	2127	1390	1518	974	1009	1271	2160
TMEM121	13	7	2	10	0	6	2	6	0	0	7	5
LOC116516235	514	186	1280	111	76	432	191	1148	4123	304	61	246
BCL2L10	373	71	308	41	21	202	87	106	298	12	30	62
LOC116521240	0	0	0	0	0	0	0	0	0	0	0	0
FDX1	1929	362	647	286	137	441	316	406	215	177	451	260
LOC116523266	7	0	0	0	0	0	0	4	0	0	0	0
LOC116518966	197	33	47	26	15	43	23	13	43	19	26	22
AP3S1	304	115	99	100	24	115	41	82	27	35	72	61
LOC116518964	15	3	58	7	3	125	54	147	44	0	3	63
LOC116518962	13838	1444	2635	2155	1120	3215	1594	2642	3663	809	1467	1433
LOC116518963	56	7	69	0	0	13	5	25	7	0	23	19
HEXD	81	30	22	50	16	20	4	39	0	0	35	11
KPNB1	1931	857	779	884	305	921	659	664	679	361	800	853
CAPN10	537	286	291	223	100	397	125	353	249	51	177	74
CAPN11	167	101	130	35	14	128	145	72	133	29	84	59
HEXA	1265	389	346	304	131	370	405	218	540	224	258	270
ALCAM	200	57	113	69	30	107	78	60	58	25	67	46
CAPN15	289	36	44	26	16	42	11	23	36	0	19	4
MRNIP	833	409	807	305	98	504	370	484	137	129	275	358
TBC1D2B	1485	142	236	133	137	382	183	54	266	18	72	67
LOC116512376	186	56	0	48	33	38	52	23	5	13	0	0
LOC116523262	0	0	0	0	0	0	0	0	0	0	0	0
TTPA	11713	5948	3689	4984	1802	4841	2642	3993	1447	2360	2564	3230
RHOU	224	116	220	69	23	137	298	327	113	27	68	213
SECISBP2L	1025	237	189	149	70	230	115	148	182	63	125	185
CCDC148	41	26	3	15	7	7	0	4	0	0	8	0
CCDC149	475	104	136	138	55	81	98	64	216	52	54	95
RERE	2749	518	568	393	170	718	417	378	542	208	331	240
SAT1	437	301	507	127	72	221	109	361	164	94	160	112
RIPK4	247	122	677	105	43	533	494	926	372	113	145	356
CCDC142	772	93	94	75	46	123	94	25	196	9	45	25
PIK3IP1	1116	115	109	82	41	67	73	48	104	60	36	26
TRNAS-AGA-7	0	0	0	0	0	0	0	0	0	0	0	0
RIPK1	235	84	52	70	24	66	52	48	61	16	80	52
TRAFD1	2664	220	364	197	212	383	217	179	335	27	153	75
LOC116517294	0	0	0	0	0	0	0	0	0	0	0	0
GLYATL3	7	6	15	0	2	34	8	2	0	0	0	7
PGPEP1	155	32	47	35	9	35	32	35	16	0	30	21
CSNK1A1	2891	1143	1529	837	281	883	500	912	353	235	922	812
RPS3	13623	1160	1294	1070	827	1707	1512	889	1994	384	809	411
LOC116516691	53	3	0	9	4	0	0	0	6	5	12	6
LOC116509005	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509004	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509003	590	163	192	214	100	238	118	165	158	69	122	164
C9	51696	20620	12047	12568	5032	21879	16286	17629	11319	8379	12268	13477
LONP2	2191	514	340	377	259	449	415	312	404	305	400	471
LOC116503751	737	418	85	104	33	288	240	103	70	42	193	75
LOC116503202	9	0	19	7	2	24	32	19	10	0	5	19
LOC116503753	5	4	0	0	0	1	1	1	0	0	0	0
LOC116503752	7	11	0	2	0	12	7	3	0	0	4	4
RHOB	756	133	524	108	91	171	329	487	199	41	101	104
LOC116503754	19	6	0	0	0	3	2	2	0	1	10	3
LOC116503204	138	14	16	26	10	19	23	15	10	0	11	10
PCNP	152	72	104	61	33	110	74	99	39	32	57	64
RHOJ	29	15	26	9	0	38	12	21	10	0	3	14
RBM38	21	4	22	9	0	48	29	17	57	0	3	3
RHOH	6	2	10	4	0	8	6	2	0	0	2	0
FRMD4A	528	200	497	270	103	448	188	144	560	178	185	210
RHOV	0	0	0	0	0	0	0	0	0	0	0	0
LOC116512435	0	0	0	0	0	0	0	0	0	0	0	0
RBM39	1935	927	1313	698	240	1257	741	1129	889	379	506	832
LPCAT3	725	215	443	337	54	242	199	162	336	86	234	209
RHOQ	152	11	77	18	5	55	32	56	20	0	22	42
CLEC19A	0	0	0	0	0	0	0	0	0	0	0	0
HOMER1	8	0	10	0	0	4	0	0	0	0	0	2
LOC116509809	0	0	0	0	0	0	0	0	0	0	0	0
EPS8L1	4	0	22	0	0	0	8	0	0	0	0	0
EPS8L3	985	779	432	809	130	426	308	847	292	255	826	853
EPS8L2	384	239	268	113	15	225	122	197	59	40	101	211
LOC116516748	0	0	0	0	0	3	0	0	1	0	0	0
NPTXR	37	0	18	7	3	13	7	10	3	0	6	8
ASMT	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1	1143	291	294	338	93	376	267	249	288	142	235	321
LOC116512432	0	0	0	0	0	0	0	0	0	0	0	0
LRRC4C	4	0	0	0	0	5	3	3	0	0	0	0
GTF3C6	33	26	10	21	3	24	22	9	2	0	9	9
TECR	792	461	449	549	139	426	369	343	349	268	349	459
KIT	9	0	15	0	0	8	0	0	10	0	0	2
RER1	1306	401	282	343	136	350	286	168	317	296	235	286
KIZ	58	34	34	15	4	18	10	16	0	0	27	11
LOC116521854	0	0	0	0	0	0	0	0	0	0	0	0
ENKD1	150	51	45	33	18	39	37	18	88	0	36	10
LOC116520415	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520414	0	0	10	0	0	4	0	0	0	0	0	3
LOC116517433	6	4	4	0	0	4	7	2	10	0	3	3
C13H2orf68	720	108	125	111	54	164	146	76	94	66	58	76
LOC116517435	0	0	0	0	0	0	0	0	0	0	0	0
FAM178B	5	0	0	0	0	0	0	0	0	0	9	0
LOC116505854	12	14	4	25	2	4	4	0	29	0	19	20
LOC116517439	0	0	0	0	0	0	0	0	0	0	0	0
NPTX1	0	0	0	0	0	0	0	0	0	0	0	0
NPTX2	0	0	0	0	0	0	0	0	0	0	0	0
PRSS35	14	6	5	0	2	11	7	10	0	13	5	11
LOC116520419	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA12	298	52	58	49	29	48	36	61	29	18	45	41
LOC116521359	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA10	2228	535	435	463	200	699	542	422	673	312	413	455
GSK3B	676	293	261	198	76	359	116	216	51	60	167	195
AGXT	1985	711	728	558	275	1093	662	825	297	407	777	555
LOC116510591	0	0	0	0	0	0	0	0	0	0	0	0
GSK3A	495	119	136	109	42	118	118	77	98	29	80	81
RBM34	125	34	60	29	5	54	16	30	0	0	18	7
NAA40	232	75	67	67	21	100	100	62	180	18	48	89
LOC116511777	0	0	0	0	0	0	0	0	0	0	0	0
CSDE1	11388	4607	3739	4042	1510	5366	3059	4071	2773	2260	3348	4144
SCAF4	484	198	169	186	53	233	142	160	165	72	156	171
RNGTT	52	24	16	12	0	20	12	9	0	0	18	14
TRPM3	0	0	0	0	0	0	0	0	0	0	0	0
LOC116516525	93	46	36	22	0	35	32	43	22	12	14	25
LOC116521857	0	0	0	0	0	0	0	0	0	0	0	0
TH	0	0	0	0	0	0	0	0	0	0	0	0
TRPM7	772	364	227	189	45	232	140	214	104	54	174	229
TRPM6	0	0	0	0	0	0	0	0	0	0	2	0
TRPM5	6	5	4	2	0	3	0	0	0	0	0	3
LOC116502704	0	0	1	0	0	0	0	0	0	2	0	1
ATP9A	321	63	61	136	49	49	80	112	89	26	43	208
ATP9B	1160	470	336	331	45	355	299	274	161	117	257	250
TRPM8	0	0	0	0	0	0	0	0	0	0	0	0
COL5A3	296	49	98	41	14	48	53	72	90	31	21	45
MAST2	332	108	134	84	44	173	73	110	90	19	52	86
LOC116504532	98	17	25	14	11	20	17	23	108	0	18	21
CTLA4	0	0	0	0	0	8	0	0	0	0	0	0
KIAA0930	2168	792	542	574	249	722	538	492	474	270	358	390
C5	1753	1201	2091	1333	917	1657	1476	2215	647	1492	1670	2316
ZNF609	555	59	143	59	57	143	123	139	181	17	30	56
NUP160	487	250	154	225	51	190	149	164	57	53	147	157
RHOG	78	5	20	18	15	15	12	9	19	8	10	5
LGMN	6117	2496	1668	1991	621	1694	1280	1694	1351	1090	1392	1854
BRCA2	81	60	55	50	18	137	18	53	7	0	16	24
NEK2	0	0	0	0	0	0	0	0	0	0	0	0
LOC116513951	4	3	0	0	0	0	0	0	0	8	0	0
NIBAN1	66	42	57	21	20	28	117	106	16	72	32	29
LOC116509462	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF8	185	37	45	47	18	47	30	31	47	53	21	52
PRR15L	15	8	16	5	2	18	5	4	12	0	0	31
NDUFAF6	541	132	107	174	32	108	96	101	144	78	114	104
NDUFAF7	118	43	48	40	17	42	26	25	18	9	65	34
MYLPF	15	0	7	0	0	10	22	0	0	0	6	3
LOC116502702	129	4	26	4	0	21	7	25	38	16	3	19
NDUFAF2	126	51	61	50	31	75	39	68	67	12	49	39
ATG12	305	101	155	160	29	133	50	84	55	23	115	89
NDUFAF1	141	73	32	61	32	52	24	46	15	7	38	20
LOC116511802	16	58	26	49	19	46	81	35	70	39	40	21
FAM214A	1736	714	745	584	215	660	537	578	692	402	582	632
RAD21L1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116511807	220	49	44	21	13	165	44	26	109	8	23	24
TMEM52B	187	55	41	31	27	65	68	37	4	24	30	39
BEND3	13	8	9	7	0	21	9	11	4	0	5	5
CORO6	7	0	0	0	0	0	0	0	0	3	0	0
LOC116507122	0	0	0	0	0	0	0	0	0	0	0	0
LOC116507123	9488	5413	40732	2513	1974	21286	35055	28406	69304	4130	2142	32457
BEND7	182	62	81	34	32	114	43	55	20	0	32	45
LOC116522449	7	0	0	10	0	5	0	2	0	0	0	0
DAPK1	106	81	145	39	14	115	65	77	113	33	50	79
DAPK2	61	13	17	2	2	48	10	14	0	0	0	5
EPHX4	0	0	0	0	0	0	0	0	0	0	0	0
LOC116517419	4	1	0	0	2	2	0	1	1	1	0	0
TTYH3	2843	854	619	584	222	917	458	453	401	170	314	583
TTYH2	5	0	5	0	0	0	0	0	0	0	0	0
TTYH1	27	10	14	15	7	17	13	21	0	0	6	2
LRRN2	3	5	19	1	0	6	8	7	49	0	2	2
LOC116502708	1	0	1	0	1	2	0	1	0	4	1	0
LOC116512089	3	0	0	0	2	0	0	7	0	0	0	0
FBN2	34	4	7	2	0	16	4	11	0	0	4	3
FBN1	271	48	394	288	13	232	167	674	57	10	33	66
GNB3	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2	698	229	198	165	42	184	120	147	200	17	160	201
RPS6KB1	3343	1004	724	534	141	639	301	530	401	320	632	414
CHST14	63	26	17	27	13	16	19	5	0	0	13	7
LIF	2	0	1	0	0	0	0	0	0	0	0	0
SLC2A1	60	16	99	12	0	16	0	13	28	0	10	2
CHST10	337	89	108	116	39	134	55	92	38	61	88	101
LOC116510762	1	1	2	0	1	1	1	1	0	1	1	1
HOGA1	219	48	40	49	25	62	53	67	79	103	62	53
CHST13	44	16	32	7	0	41	13	30	36	0	26	28
SKOR1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM53	29	17	6	6	4	10	13	12	0	0	7	7
LOC116517418	0	0	0	0	0	0	0	0	0	0	0	0
SKOR2	0	0	0	0	0	0	0	0	0	0	0	0
TMEM52	0	0	0	0	0	2	0	0	0	0	0	2
RPL7L1	418	152	198	155	51	197	101	172	139	63	160	141
FERMT3	234	52	72	42	14	147	60	50	83	0	15	16
LOC116505089	139	15	19	29	3	67	19	0	33	0	10	19
FERMT1	79	44	21	27	3	41	22	43	9	47	73	55
PLK4	41	11	7	3	2	15	9	3	0	0	10	3
GAPDH	91880	28115	22499	28063	17567	25361	33493	34110	29533	22166	22919	43105
DPP6	4	0	0	0	0	2	0	2	0	0	0	0
PLK1	37	6	0	3	0	4	3	0	0	0	0	0
FGFR1OP2	2497	1237	983	874	308	1152	634	659	611	524	831	632
PLK3	13	18	140	4	2	82	43	36	82	0	5	6
LOC116521720	0	0	0	0	0	0	0	0	0	0	0	0
YBEY	228	27	28	77	37	83	36	38	51	33	27	30
LOC116510767	0	0	0	0	0	0	0	2	0	0	0	0
LOC116507254	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505968	349	212	90	200	35	240	86	141	48	108	114	104
LOC116523502	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523855	2	0	0	2	0	0	0	1	0	0	1	0
LOC116523856	84	27	15	14	4	15	11	17	5	8	13	21
LOC116523501	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523850	79	57	15	28	7	37	18	19	23	4	27	16
LOC116523851	13	10	0	10	6	10	8	3	0	3	3	12
LOC116507436	629	130	133	91	63	178	183	120	272	61	91	109
MSC	0	0	0	0	0	0	0	0	0	0	0	0
LOC116507439	0	0	0	0	0	0	0	0	0	0	0	0
MSN	765	263	595	150	113	631	414	223	701	78	126	174
LOC116523509	0	0	0	0	0	0	0	0	0	0	0	0
